account,username,text
folkative,medyjr,🔥
folkative,arathaf03,🙌
folkative,arathaf03,semangat trs pak ❤️❤️❤️
folkative,dian_mrs.heru,terimakasih presidenku ❤🔥
folkative,hidayatmiftahh,Dapet beli gorengan doang nasi bawa dari rumah
folkative,hanang_fauron,Nasi padang sama telur dadar sekarang 12rb itu aja belum dapat minum sama buah 😂
folkative,simfony22,Packet Nasi padang pak. 😀
folkative,cimoci_,makasih ya pakk ❤️❤️
folkative,rotkar_milioner,Kebanyakan komen
folkative,masfaridos,makan di @ceploque mulai dari 10rb pasti bergizi.
folkative,nanovitaaa,isi komen anak orkay semua ya 10 rb d pandang buruk
folkative,mr_bbooyy,Nasi kentang mie - karbo kabeh 🤣
folkative,sitilatifah209_,"Mending ngasihnya dirapel aja sebulan sekali pak... biar mamahnya yg masak...
Klo 10rb buat makanan lengkap kasian kang cateringnya, atau malah klo pesen ngga bisa lengkap... saran aja pak... 😁"
folkative,rismawidya,"Bapakkk terimakasih banyak, sehat selaluuu @prabowo ❤️❤️"
folkative,devan.dra234,Padang paket ceban aman... Asal duitmya nga diotak atik.😂
folkative,indsaan_,Komen 2k isinye org bertengkar semue 🤣
folkative,padovky,🤣🤣🤣🤣
folkative,evyrhmw_,"programnya kan buat makan bergizi, kalo mau kenyangg aja beli buryammm di warung dpt 5 bgks."
folkative,anzhudin,"Knpa gak ke ortunya aja kan lumayan buat bikin nasgor di pagi hri, kebagian sekeluarga🤣 10rb miris amat, Rakyat sama wakil rakyat malah gedean Wakilnya sii😂"
folkative,agungindah.panongan,Terimakasih pak Prabowo 👏 @prabowo
folkative,milanrdianti,"Direalisasikan salah, ga direalisasikan makin salah. Lu kira presiden cuma ngurusin satu hal doang?! Mikir!!!!:(((("
folkative,dinasaaurusss,"agree!! selain bergizi, makanan sayur telor dll juga bikin kenyang"
folkative,mhmmdshiidiq_,"bayangin 10rb itu dari presiden, sampe bawah berapa🙏🏼 mending perbanyak sekolah negri ga sih😬"
folkative,bogor_nyemilhits1,"Masih bisa ko, nasi + telor+sayur+ayam . Ditambah susu ikan. Pas total 9700"
folkative,bang_doy2407,Katanya 15rb pak
folkative,alhamdaariq,wkwk
folkative,rifki_elmauli,"Negri ini sedang berproses tapi bakti mu hanya PROTES , heran deh 🤣"
folkative,_rf003,Turun lagi?🤣
folkative,reandybhyngkraa,"kalo dikasi mentahnya, goceng roko goceng lagi kopii"
folkative,luckyaldyano.spd,Awas jadi lahan pak... Selalu monitoring.. Saran saya..
folkative,bagregasi24,Hahahaha
folkative,chikitajenyfer,tiap hari mkn telur menunya
folkative,boyswillbeboys.japan,😂🤣🤣😂
folkative,boyswillbeboys.japan,Makan mie goreng instant aja kaga dapet duit segitu di sekolah gua 🤣
folkative,f0real_,"minimal bersyukur, Alhamdulillah punya pemimpin nya bisa memegang teguh amanah nya"
folkative,sekargaluhh_,"Udah, cape nge like in komen
Yang penting bapak terbaik❤️❤️"
folkative,vey_ica78,"Bs donk 10rb sdh bs dpt tahutempe, ayam ,sayur .bs kok asal jgn dicurangi ya jgn ya ini buat anak"" bangsa .semoga terlaksana ❤️🔥"
folkative,rifgi1,Alhamdulillah. ojol bisa dapat ?
folkative,gloriaruntu,"gtu aja dripda misal 15rb trus dimkn tikus"" 🤣"
folkative,arrazdhabi,"Buat yg ga mampu kasih lah BLT tiap bulan pak, bagi yg menengah berilah mereka segala diskonan pak mungkin menggunakan kartu dari pemerintah gitu pak biar dapet subsidi harga pada saat berbelanja ditoko sembako maupun supermarket, dan bagi orang kaya berilah mereka jalan yg nyaman dan dipermudah semuanya. Begitupun kaum dengan semua kaum low, middle dan high pak berilah kami kemudahan dalam segala hal apapun pak. Berilah rakyatmu ini semua merasakan kenyamanan di negara nya sendiri pak. Lop yu pak Wowo muaachh"
folkative,putu_maliq,Ya sudah beliin susu aja buat 2 hari sekali full cream kayana dpt 2 kotak 200ml klo pemerintah kerjasama sama pabrik...gw gak dukung lu pak tp klo berjalan 5 tahun kdepan rutin saya rasa akan ada perbaikan dengan otak masa depan anak bangsa.
folkative,alfin_siregar,Buseet apa tuh lauk sehatnya? Makan pakenya nasi dan ayam crispy aja 12 ribuan g
folkative,nocomolono,10 rebu nasi ama oreg bergizi tinggi🤣
folkative,libeljan.15,Sepertinya Kupang belum ada makan gratis😢
folkative,masdimas.pastipas,"Kalo konteksnya beli 1 porsi 10rb ya masuk akal aja.. bisa kebayang gak 1 SPK ke catering disuruh produksi 3000 porsi sehari.. trus nganterin ke +- 6 lokasi sekolahan.. coba itung dah, ini bukan masalah elu cinta/gak cinta dgn prabowo.."
folkative,cici.srihartinii,"Cukup kalo anak2, karena porsi mereka beda sama dewasa 👏"
folkative,aalvinalfarizi,"kalo hatinya udah terlanjur penyakitanmah mau ada program sebagus apapun mereka bakal ttp nya kekuranganya😂,"
folkative,francroist,"Jgn bandingin dengan harga makanan yang kamu beli, 10rb dibeli bahan makanan sederhana udh bs dpt byk untuk porsi 1 orang. Beda dengan harga makanan warung yg udh termasuk untung penjual, biaya operasional dan pajak"
folkative,gslsrn,"Yaudah deh.. Tapi janji pake sumber pangan lokal ya, Pak.. Semuanya.. Kalo pun harus ada susu yg sebenernya ga penting2 bgt, ttp harus pake ternak lokal"
folkative,ritaa_rosita22,lumayan 10ribu juga❤️
folkative,jembretlisious,Trus apa kabar kalo 10rb dibawah ke indonesia timur ?
folkative,dandeeeh,"Nikmatin aja kenapa si , yg penting 12% tahan dl yah pak atau gak bisa lah di sesuaikan dg di naikin sallary kita ini wkwk"
folkative,febestari,"ingat ya menu sehat itu bisa nasi telor+tahu/tempe+sayur sop+ikan/ayam dan per porsinya anak-anak kadang juga ibuknya bantu habisin, bersyukur itu perlu teman2, semangat trs pak semoga merata ke daerah2 juga❤️"
folkative,andidaffaa,"dapet nasi, tempe orek + tongkol 😃"
folkative,antonrahmadian744,Katanya sarapan
folkative,garrypradex7_,yang di kasih makan pelajar yang protes bukan lagi pelajar 🤣
folkative,hycalr1,Yey ayam geprek
folkative,restoeanggoro,kurangin aja terus
folkative,natanaelsuryo,10rb/anak itu mayan tp tanpa diuntungin y yg masak sndiri
folkative,pupienraini,😍😍😍🔥🔥🔥
folkative,nikavifa,Kenapa gak dikasih uangnya aja pak
folkative,teksxrudeee_,Mayan bubur
folkative,pegeant_lover5,Nggak apa asal guru di sejahterahkan. 🔥🔥 10 ribu klo di tmptnya udah bisa dapet nasi paket ayam/ikan.❤️
folkative,lachocol4tte,Pak Prabowo 😍😍🔥🔥👏👏👏👏
folkative,ramayunus__,Gpp pak..asal bukan wapres aja yang ngusung makan gizi ini.. soalnya dia kurang gizi🤣 dan ilmu
folkative,aap_sekayy07,"pembenci akan selamanya membenci, iloveprabowo🔥🔥🔥"
folkative,yuny_ristyowati,Yg catringny skali masak 1000box jg udh untung bnyk..ngitungny jgn perporsi woyy
folkative,se_fxbtch,"gpp pak, malah suka.. beli naspad dah kenyang tu🤣, kalau jadi kpn?"
folkative,aldybikool_,Empur ayam aja 1kg 12rb 🤣
folkative,fauzii.rmd,"Belom kepotong Biaya Sosialisasi, biaya transportasi dll ..... Sampai di Pelajar hanya 4rebu🔥"
folkative,asnita83,please banget jangan dimasukan susu ke anggaran itu.. makan sehat gk harus ada susu.. cukup nasi dan lauk pauk yg seimbang.
folkative,taragrmn,Semoga merata juga untuk saudara kita di Papua 🙏🏻
folkative,lana_android_borneo,10 ribu dapat telur ayam/bebek berapa tuh 🤔
folkative,adrianaslamet,Jauh lebih bersyukur...di beri makan gratis setiap hr oleh pemerintah....drpd yg sibuk protes....dan menghujat....
folkative,ismail151501,Lumayan nasi ayam sama tempe
folkative,ant_fashionthings,Ku percaya apa yg bapak niatkan dan kerjakan pasti baik❤️
folkative,fendywecast,Apapun demi kebaikan dilaksanakan 🙌
folkative,malinbandaro_,Di potong hingga menjadi tahu tempe oleh pejabat
folkative,dnishmtthw_,nasi jinggo + susu
folkative,temanngophie_sehati,Awasi tukang sunat nya pak
folkative,cahyanirsulistya,♡
folkative,tokogordenbogor,🙌
folkative,punya.apri,"🤣🤣🤣
Terbaik😂😂"
folkative,punya.apri,bikin program gk pake perencanaan?
folkative,6661lv,😂😂😂😂
folkative,fkui25_,sp punya presiden ni
folkative,indristtw,Alhamdulillah terima kasih presidenku 😍🔥
folkative,kangovan,Terima Kasih Pak Presiden @prabowo
folkative,zlf47z_,gapapa pak sekolah saya ada ayam geprek 10k
folkative,maswiby_,Menyala Presidenkuuuu🔥🔥🔥
folkative,fdhlabdllh,"no problem soal anggaran atau hal lainnya, takutnya ya jadi ngundang orang korupsi, misal dari pusat dikasih anggaran segini, blm tentu smpe bwh anggaran nya tetap, blm lagi misal ada bbrp anak yg dipangkas dan dpt jatah. w yakin jg ga smua anak bisa merasakan. kalo emg punya anggaran mending buat ngurangin harga bensin,pajak dll. karna semua kalangan bisa merasakan. misal bensin, bukan org yg punya motor doang merasakan bensin murah, melainkan golongan bawah pun mungkin berdampak, karna bahan baku di pasar jadi turun. kalo emg mau nyasar ke anak, mungkin bisa ada program sekolah gratis bagi daerah2 terpencil. kalo makan siang gratis w yakin bukan orang golongan bawah aja yg dpt, pasti golongan atas jg anaknya merasakan dpt makan siang gratis. cmiiw🙏🏻"
folkative,mr.pi10,Udah prinsipnya Gini kalo lu bilang 10k kga cukup. Ya udah adik lu atau anak lu jangan nikmati program ini tolak. Gampang Dan liat bedanya Dan manfaatnya lu pake NIH program sama ngga. Simple👏
folkative,andispgkt,Jgn pada protes nanti di bilang anak abah 😂😂😂
folkative,ogutevan_,mayan warteg es @frrddann_ @wiielson._
folkative,kiizuyaa,"Kalo kasih anggaran 10k per anak bilang ""10rb dpt apaan?"". Kalo dikasih anggaran 15k nanti bilang ""nambah nambahin hutang negara aja"" atau ""apbn dibuang buang"" WKWKWKWKW APASIH NETIZEN INDO"
folkative,iniiijes,ke warteg 10 dapet apa ya
folkative,dhikamotorsconsultant,"Kalau pun anggaran 10 rb , itu berarti makanan bergizi yg di dapat kemungkinan adalah : Nasi dengan ukuran 1 Kepal , Sayuran sekitar 1-3 SDM , Buah Pisang 1 buah , 2 potong telor dadar kecil / Tumis Tempe Teri atau Ayam suwir , dan Susu UHT dengan ukuran 1 gelas Mineral kemasan"
folkative,aqidhil_,Sederhana tapi anak abah tidak suka
folkative,hakim.ariful,"Tempe tahu atu, tumis kangkung, krupuk, susu segelas."
folkative,adrianadha,"Kl misalnya makan gratis ini dibebankan ke CSR setiap perusahaan besar bisa lumayan irit anggaran makan gratis... asal jgn di korup aja, atau serahkan lsg ke setiap perusahaan utk mengelolanya ke setiap daerah..."
folkative,metha.novika,"kl tanya 10rb dapet apa. beras, sayur sop, telur, susu kemasan kecil kl beli bannyak ga sampe 2500 kok"
folkative,richiyanuary,"Kalo kaya gini gua rela pajak naik, makasih banyak pak prabowo"
folkative,1lokomotif.co,Nasinya bawa dari rumah aja pak bagi yg gak mampu beli beras dikasih bansos.
folkative,syahglewo,"Mohon maaf nih pak prabs. Saya kemarin emang nyoblos anda, tapi untuk biaya makan bergizi segitu gak masuk akal pak. Ayam geprek aja 12 rb pak. Itu isinya hanya nasi, ayam, sama sambel aja lho. Itu pun pake styrofoam. Apalagi kalo makan bergizi nya pake ditambah susu. Jelas gak masuk akal. Kebetulan juga saya juga punya usaha warung makan dan catering. Tapi seriusan pak, untuk per porsi makan bergizi gratis dengan nilai 10rb itu asli gak masuk akal. Kalo 15rb mah masih masuk akal dan masuk hitungan lah meskipun gak ada untung bagi UMKM yang bakal menerima orderan segitu."
folkative,renaldleea,10k per orang cukuplah buat paket naspad serba 10 rebu
folkative,mual_lim18,"Klo di jawa mngkin cukup aja 10 k, gimna klo di kalimantan semua serba mahal"
folkative,the.resurgam,Nasi kuning aja skalian nasi kuning
folkative,khanayuliatama_,😍😍😍😍
folkative,pecinta_fasum,Usulnya Mulyono
folkative,sheslouvre,nasi warteg
folkative,afaiyaway,Pusat kasih 10 k sampe provinsi 8 k smpe kab/kota sisa 6 k sampe vendor sisa 4 k smpe sekolah sisa 2 k (lumayan dapet roma gandum saset)
folkative,aminaqica17,Tolong ya pak di pantau terkadang dr atas 10rb turun ke catering gk sgtu pak 🤣.... udh dipot2 sm.yg laim yg mau kebagian juga🤣🤣
folkative,ulann_wulandari,Mending gk usah klo 10rb doang dapat apa jir
folkative,yusuf_akhiya,Turun lagi 😁
folkative,danykiyy,"Gini, 10rb di kita emng ngga bisa bikin kenyang, tapi 10rb yg beli itu pemerintah"
folkative,japoli_,sekalian buat rekening per anak
folkative,sepdian_junaedi,Infokan makanan bergizi apa yg bisa dibeli dengan harga 10rb
folkative,oweeman,"Bebas pak, yang penting bergizi dan berjalan segera"
folkative,faaiiiiq._,Bersyukur woiii para hatters... Kita itu dibangun dari nol.. GADA YG INSTAN SATTTTT!!!
folkative,ulfinr01,Nasi padang 1
folkative,aliaalwini,"Alhamdulillah, insyaAllah anak Indonesia tunbuh jadi anak sehat, pintar dan berguna ❤️"
folkative,khusnulkk__,"Gapapaa. Ituu jugaa terimakasii yaaa pakk, bagi yg kurang mampuu itu pasti bermanfaat sekalii ♡"
folkative,sonyyogaprtm_,❤️❤️❤️❤️
folkative,satriahkk1212,Tempat gua 5rebu udh dapet sarapan nasi uduk plus telur dadar dan bihun bestlh
folkative,satriahkk1212,Gua punya usaha budget makan siang untuk 12 pekerja hanya 200ribu doang santai bae😏
folkative,narifahs,Lmao
folkative,octaviainda,10ribu itu cukup loh buat nasi sama ayam
folkative,pemuda.linglungg,nasi tempe tepung2 ama semur tahu
folkative,adienurzaman,"Alhamdulillah, makasih banyak bapak"
folkative,thldchrs,jadi di sponsorin china ini?
folkative,rival_hamran,Di papua 10 rb dapat apa ?
folkative,ibnuhayys,"yang bilang 10ribu dapet apa, sini main ke tangerang 10rb dapet padang..... bahkan ada 1 warteg deket cikupa nasi pake telur dadar sama 1 jenis lauk lg (syur toge/syur tahu/terong/orek) + teajus itu 7ribu"
folkative,rezaoktviana,10 ribu dapet nasi uduk + telor dadar ½ + tempe + bihun + kerupuk😂😂😂
folkative,anggelinaes_,plislah jangan kayak agus ga bersyukur 😂
folkative,spideypiuwpiuw,lumayan buat beli naspad paket yg 10k
folkative,riyadi_ervvin,"itu sdh cukup, dr pd gk ada"
folkative,alfndmsar,Mahalan ongkir ya??
folkative,manyyu.u,@chelinnnnnnnn naspad
folkative,wahiduyee12,Hatur nuhun bapa presiden kita .
folkative,ulik_spt,🔥🔥🔥🔥🔥
folkative,anahhhh_03,Udah ribet gajadi gausah pak
folkative,nsrn.ulvi,Semoga ga di korupsi para bawahan ya pak. 10rb udh bisa banget makan nasi + sayur sop + telor ceplok. Gizinya jg oke 👍
folkative,irawanardutarecha,10rb dg syarat smw bahan baku dari petani lokal bkn dr pasar. Pasti bisa
folkative,itsme_saanji,"Inipun berita ga valid sumbernya darimana kan? ,jadi jangan langsung percaya wahai gen Z"
folkative,ariefdc14,Disyukuri. Maka akan Ku tambah. Begitulah surat cintaNYA berkata.!
folkative,di.anaesc,"Netizen budiman dikasih hati minta jantung, kok banyak yg protes , budget segitu untuk seluruh anak di indonesia, lu mikir aja seorg kalo budget 30rb , pajak naik 12% aja masih banyak yg ga terima"
folkative,indrich__,Yang penting program2 yang jalan tidak menambah hutang negara aja sih
folkative,johar_ariffin,Thanks pak pres and wapres @prabowogibran
folkative,tarinaditaa,"Plis yg komen jahat bersyukur kalian bisa makan setiap harinya, disisi lain ada yg sgt terbantu dg program ini"
folkative,faisalfs_,nasi megono + gorengan + esteh + garpit
folkative,gifariari,Kalau bisa diberikan kepada siswa yang tidak mampu jangan yang banyak duit nya pun dapat juga
folkative,iddosptra,lumayan padang
folkative,ekiregaaa,"RAKYATnya kurang PANDAI BERSYUKUR, pantas TUHAN MURKA terhadap NEGARA INI 🔥🔥🔥"
folkative,monikalentina,apa cukup 10 ribu?
folkative,mauliza.aa,Lah ngurang wkwk
folkative,adyperdanaa,"Ini anggaran pemerintah yaa, ingat klo pemerintah juga kerja sama sama instansi lokal buat menyukseskan program ini, soo pasti ada tambahan lgi, ini kn yg pure dri pemerintahnya ajj"
folkative,adyperdanaa,"Ini anggaran pemerintah yaa, ingat klo pemerintah juga kerja sama sama instansi lokal buat menyukseskan program ini, soo pasti ada tambahan lgi, ini kn yg pure dri pemerintahnya ajj"
folkative,hanifarifinanda,Wkwk
folkative,ahmtoni04_,terus pesen makanan nya ke umkm deket sekolah sekolah gitu. kan lebih bagus
folkative,indrapancapratama,@iezhaza ehm
folkative,mhd_mhdfath,Bergizi banget... 👏
folkative,ichahaho__,Panitia pelaksana nya dikasi sertifikat digaji 2jt perbulan 😂
folkative,bagus_rafinki,Anak punk dpt ga pak?
folkative,theolachika,Gapapa .
folkative,vy_zzzzzzz,gpp lah Wee dulu aku pas sekolah SD ada bagi susu gratis udah seneng banget apalagi ada makan juga
folkative,hafraahh,❤️
folkative,yaninurmalasari,Pa perkuat passpor indo please😂🥲
folkative,ariharlian_,bapak aing🔥🔥❤️❤️
folkative,idabagusdany,"Di Bali cukup uang 10 ribu beli nasi, di jakarta cuman dapat nasi uduk 7000 aja 🤣"
folkative,wahyudharma3,Nanti jadi goceng
folkative,erik_prtam,"Dulu sebenarnya sering nih di sekolah ku tapi gak bentuk makanan berat, lebih ke cemilan penahan lapar. Alhamdulillah sekarang lebih baik berarti"
folkative,alohomora.x,Tuku ng SE wae 12k lagi entuk geprek bakar pak
folkative,syeikhaanaderaa,alhamdulilah banget disini juga 10k dapet nasi ayam sayur
folkative,arielsatrya,Anak abah bi like : apaan 10rb dapet apa susu ikan?
folkative,mhmmdfjriiiiii__,"tambahin 5 ribu pak, nasi padang 15 ribu disini"
folkative,dany_lukman,Masih kalah sama biaya makan tahanan KPK ya😢..tp ya Alhamdulillah. Mending kasih susu plus buah aja sih menurut saya kalo segitu
folkative,realnur_,ayam geprek masih dapet sih
folkative,kevinadityo_o,"ini buat lambung anak SD ya ges ya, bukan lambung kuli kayak kita2 😔"
folkative,dewimonalina,Semoga gak ada oknum yg korupsi... 😢
folkative,geito0001,"Saran saya sih mending bangun infrastruktur gizi dulu pak, memberdayakan peternak, petani dan industri UMKM untuk memproses susu dan makanan bergizi. Kalo dilewatkan ke pejabat setempat saya jamin makin boncos hasilnya, apalagi cuma 10 ribu perak per anak."
folkative,cikijakii,😂
folkative,andriimammashuri,Sampe piring anak tinggal 4000
folkative,fariz.wu,awas rawan korupsi !!! 😂
folkative,fhmrhrdn,"10 ribu : kadang soto, kadang kari, kadang mie aceh, sesekali rendang, rawon, empal gentong, jangan lupa pakai telur."
folkative,saddamraflizal,Kemarin pas kampanye seinget saya 15.000 benar nggak ya? Atau nanti diselingi dengan pengiriman bansos wapres gibran😂
folkative,antikamanulang,"Nanti diatur sm cateringnya, pasti cukup itu"
folkative,pluviophile_autophile,"Di Jogja makan 10rb juga udh bisa dapet nasi sayur pake telur, bergizi juga kok"
folkative,_fendddd,Telor dadar sama oreg aja 12 ribu pak
folkative,adstry_real,Mampir dong 🙌
folkative,ekhal_30,Ttp Prabowo terbaek🔥
folkative,antwie.myslor,Ragu dgn kualitas kuantitasnya... Namun apapun itu semoga amanah krn pake pajak rakyat
folkative,eka_arum_safitri,"Kalo kata pak Ahok..beliau saran kasih uangnya ke wali murid masing2,,biar mereka yg belanja+masak bergizi untuk anaknya tapi harus dipantau tiap hari apakah si anak benar/tidak di masakin makanan bergizi oleh ibunya ..simpel sih ya kayaknya klo begini .."
folkative,onyourlovely__,Ahli gizi menangia melihat ini
folkative,bagushds_,"inii buat anak sekolah, bukan anak abah"
folkative,zaldyfebrian,dikiranya semua wilayah harganya sama rata kali ya
folkative,irjenyaa,Makan bergizi kok 10 gizinya dari mana😂😂😂lawak2...inilah hasil 58%...... mayoritas bisa di bohongi😂😂😂
folkative,_rzall33,kalau mau nawarin diri untuk pembuatan cathring makanan nya ke siapa yaa? kebetulan tante saya buka cathring makan
folkative,agyraaayn,Jalan ninja paket ceban adalah nasi Padang 🤤
folkative,dhnrzpr,"nasi padang dapet lah tapi kan nasi padang kemaren"" harus ada stiker padang asli wkwkkw😂"
folkative,errybimo.n,"Klo diliat emang dikit ya, tp klo dikalkulasi, costnya satu sekolah selama satu bulan dijadiin satu, dan cost dry storage dan frozen storage udah di manage dari awal bulan, circle menu makanan dan costnya udah di manage, dana segitu ya masih bisa, mungkin sederhana, tapi at least nutrisi bisa semua dapet yang dibutuhkan"
folkative,bilasikecilpanass,KOCAG YG KOMEN ANAK ABAH SEMUA BLOG.
folkative,parizhudalmutakin,Komennya ngeri² sedap
folkative,nakize_naruma,Ingat waktu PON ACEH kemarin anggaran 50rb dapat makanan seadanya..ini 10rb sampai bawah dpt apa ya????
folkative,junzstiep,Padahal mah ujicoba dlu aja seminggu sekali jangan tiap hari Pak.
folkative,dikamayputra,Di daerah saya dapat nasi ayam geprek + teh es🙌
folkative,hanifazayyan,"Sama dengan PMT Balita, sudah oke kok itu, asal tidak dipotong sana sini ya bu ibu ❤️"
folkative,ilhamaareus,Paket ceban ada di pecel
folkative,fikrialpasahh14,😂😂😂😂😂😂😂😂😂😂😂😂
folkative,drianxzt_,pecel Mayan
folkative,divineraay,"Disini nasi campur 10rb dapet banyak, protein dpt ayam, udang, sate juga sebiji lumayan buat anak kos 🤣"
folkative,gaga_antariksa,Anak Ajaib dikasih ap pak?
folkative,princeaokii,Jgn sampe tu 10k isinya nasi + bon cabe 🗿
folkative,childwildlifeeeee___,Wkwkwk langsung kaum mendang mending pada keluar dahhh KOCAG 😂😂😂
folkative,agungsog,Nasi + capcay only
folkative,asepnursamsu,Bnran bergizi?
folkative,imderiz,"Itu termasuk banyak, coba KJP sebulan dapet berapa ratus rebu... tapi ATMnya nyakut di tante,mami atau rentenir lainnya😂"
folkative,kentiammrdianaaa,ayam geprek leh ga
folkative,ajiirawaaan,"10rb dr pusat, nyampe anak anak udah sisa goceng 😭 #ehgabolehsuujon"
folkative,firdausfirdausfirdaus,"Wow, disini banyak jubir istana 😂"
folkative,naokishun,Klo pada ga mau... Saya mau pak
folkative,sonya_tambun,Kmrn uji coba mkn siang gratis bergizi Lauknya Pada mewah..skrg kok 10 ribu?
folkative,molytuesday,happy tummy
folkative,winy91,Sya lihat di ig pak wapres ada sebagian sekolah nangi ygmasak murid sekolah tata boga kaya gtu bagus menurut saya jd sambil belajar usaha juga dari rakyat untuk rakyat 🔥🔥menyala pak presiden ku
folkative,a.rerizman,Surya 1batang
folkative,angga_albertt,yang benci akan tetap benci .
folkative,sponandiko,10K makan bergizi???.....ah kalau nominalnya segitu bukan bergizi nilainya
folkative,09iqbal_im,😂😂😂😂😂😂😂😂😂😂
folkative,ykevillo,Coba aja lah dulu wkwk gasabaran bgt komenannya pada suudzon duluan. Yang masak gtgt harusnya udh diurus sama beliau jg.
folkative,babakaiken,Mudah2an sampai ke katering nya emang 10rb ..tkut disunat tiba2 budget 6rb di katering😢😮
folkative,dunnpie.lyd,duh biaya penanganan sedang memantau
folkative,jackdur_,sebulan per anak 240.000 x jumlah seluruh murid 52.914.427 x 12 bulan x 4 tahun = 609.562.679.040.000 😱
folkative,yogipratama_0906,pada ceban pak
folkative,_maikalan,?
folkative,ydiaaptrii_95,10rb untuk 4 sehat 5 sempurna?
folkative,putradarmwan,respect
folkative,fachreza.aulia,Aman kian pak.. Pangkas sana sini jdinya 5rb pak
folkative,galihfdl26,"Tenang tenang, anak Abah juga kebagian kok😂"
folkative,isa.liaa,"kalo emang mepet better dialihkan ke yg lain aja program ini, karena gabagus jg kalo dimepet2in yg ada nanti ga efektif programnyaa, karena saya sbg ahli gizi jg mikir 10 ribu itu biayanya ngepress bgt, semoga pak prabowo bisa memikirkan kembali program ini ya pak baiknya gimanaa"
folkative,annaayas,"10rb udah bagus kok bisa dapet nasi, sayur, sama lauk, asal jangan di korupsi aja😭😭"
folkative,___.dropbyriezka.___,Realisasi nya pak mau di kasih 1500 per anak klo realisasi nya ttp di korupsi cuma wacana
folkative,diaz_iranian,HOAX.....
folkative,eldi.kun,"Pertanyaan saya tidak menyerang pak prabowo, tapi apa Mungkin 10rb dalam satu porsi dapet nasi, telur, daging dan sayur?"
folkative,armadillo.157187,"Kalo porsi 10 rb per anak utuh sih bisa,di Cianjur bs dapat nasi+ayam serundeng (banyakin aja serundengnya)...😂😂😂,itu di kotanya entah kalo ke pelosoknya,biasa disulap jadi arem² plus gorengan 🙄"
folkative,haikal.mazhari_,Disini nasdang paket 10rb dah wareg 😂
folkative,rodyizzuls_,"10 ribu bisa aja cukup, asal dananya ga nyangkut aja sih"
folkative,kucingserval,Potong gaji dan tunjangan anggota dpr yg kegedean hingga gaji 10 juta/bulan. Sisanya okomodasikan buat makan anak2 sekolah jadi 20-30k perorang. Dan tambahan gaji buat guru dan kamp pelatihan khusus sdm di desa2 agar sdm meningkat. Dan toko murah untuk petani/nelayan ekonomi rendah. Serta hilangkan ukt kuliah samakan biaya kuliah jadi lebih murah kerena tidak pernah adil. Pajak buat anggota dpr naikkan jadi 5x lipat.
folkative,itsmeealvinn,makin turun aja kaya klasemen manchester united
folkative,dalimunthebenjamin,Bensin turun semua harga mengikuti.
folkative,dlyzzmaenemel_,plss sma sederajat juga😢🙏🏻😂
folkative,alfianrmdhn11,Bersyukur adalah hal yg paling indah👏🙌
folkative,willofros,"Yang ditekankan adalah bergizinya, 'kan? Itu artinya sudah ga bisa bagi penyembahnya mengatakan, ""terima aja, sudah dikasih bukannya bersyukur"" aduh, saya ga menghujat perihal 10rb. Mungkin memang mereka memiliki menu makanan 'bergizi' sekali lagi 'bergizi' dengan harga 10rb perporsi ya itu tak jadi soal. Namun kita berkaca pada harga pasaran saja, apakah mungkin? Ingat, ya, yang ditekankan di sini bergizi, bukan penunda lapar."
folkative,salimemil.pdf,"Perintah presiden 10rbu, pelaksanaannya 7rbu🔥🔥🔥"
folkative,intelposting.bjir,per daerah sama? ngawur itu. coba tanya berapa harga makanan di daerah pelosok (3T) kayak pedalaman pegunungan papua. 10rb bisa apa disana. gak setiap daerah punya harga yang sama. anda @prabowo sebagai presiden harusnya bisa mikir jauh dan holistik.
folkative,jonathandjorgi,😂
folkative,anak_lorong52,Anak usia 40 tahun bisa dapat ga ya? Krna kita semua anak2 dimata orang tua 😅
folkative,jarwokkksss,ANAK ABAH MASIH PROTES KAH?
folkative,afif_nurdin,"Siap pak ,boleh ajh 10k tapi nnti sampe di anak2 jgn sampai ada yang nyunat oknum2nya"
folkative,dob_krooom,"""Ah tempat saya anak2 bisa makan 10rb"", jangan ampe itu kalimat keluar dr pemerintahan"
folkative,kennybarus,"Kalau dirasa gak cukup mungkin para ""wakil"" rakyat mau patungan, kan wakil rakyat 👏"
folkative,hasanisani__,"Anaknya dapat makan gratis, orang tuanya dapat kenaikan pajak🙃"
folkative,trisnantaradp_,Ak pun anak anak pak
folkative,aryhanoegraha,sehat ga perlu mahal 👏
folkative,ronabout___,dapet nasi padang
folkative,fbrntdwmi17,"Di catering mamakku 10rb dapet ayam panggang, mie, tempe, tahu"
folkative,jejee95_,Anak umur 29 tahun dapet gak pak? :(
folkative,helmynovriansyah,Lah
folkative,wirdanm_,Alhamdulillah sakitu ge ges uyuhan
folkative,ramandaarifbudiman,"Itu dari atas,sampe bawah gatau dah dapet berapa"
folkative,itsfitr.ia,Alhamdulillah cukup nasi lauk dan minum
folkative,hellomuud,tahu tempe telor setengah sama kangkung
folkative,luckyppls,"semoga sukses, karna kita tahu bahwa makan siang gratis ini sangat berpengaruh terhadap tiingginya utang di indonesia & ppn"
folkative,anggiarx,"10rb potong pajak jadi 8,8rb"
folkative,fauzansy__,makan gratis masih ada pungli 15 ribu dari sekolahan
folkative,vickoyusvf,Masih kurang 1 rb buat beli penyet pak 😢
